id,fecha,producto,categoria,cantidad,precio,ciudad,cliente
350,,Monitor Samsung 24,Tecnología,1.0,792600.0,Pereira,Cliente_142
46,2025-09-11,Laptop Lenovo IdeaPad,Tecnología,2.0,2644500.0,Cali,Cliente_037
109,2025-12-12,Disco SSD 1TB,Almacenamiento,7.0,385300.0,Medellín,Cliente_039
30,2025-08-19,Parlante Bluetooth,Audio,7.0,276500.0,Bucaramanga,Cliente_129
182,2025-01-15,Teclado Mecánico,Accesorios,2.0,197900.0,Ibagué,Cliente_157
420,2025-01-13,Webcam HD,Accesorios,7.0,178300.0,Barranquilla,Cliente_082
105,2025-01-05,Mouse Logitech,Accesorios,3.0,87800.0,Barranquilla,Cliente_165
61,2025-11-19,Parlante Bluetooth,Audio,7.0,274300.0,Pereira,Cliente_174
84,2025-01-16,Laptop Lenovo IdeaPad,Tecnología,5.0,2522100.0,Pereira,Cliente_080
491,2025-01-28,Laptop Lenovo IdeaPad,Tecnología,5.0,2343100.0,Bogotá,Cliente_043
316,2025-01-03,Disco SSD 1TB,Almacenamiento,2.0,407700.0,Ibagué,Cliente_041
451,2025-03-13,Webcam HD,Accesorios,2.0,176600.0,Villavicencio,Cliente_108
382,2025-08-06,Disco SSD 500GB,Almacenamiento,6.0,220100.0,Bucaramanga,Cliente_042
423,2025-08-21,Disco SSD 500GB,Almacenamiento,2.0,234100.0,Barranquilla,Cliente_180
497,2025-03-09,Memoria RAM 16GB,Componentes,5.0,269700.0,Bucaramanga,Cliente_116
626,2025-05-07,Mouse Logitech,Accesorios,2.0,89400.0,Medellín,Cliente_105
524,2025-05-23,Parlante Bluetooth,Audio,1.0,248200.0,Ibagué,Cliente_021
446,2025-10-12,Cable HDMI,Accesorios,1.0,48100.0,Barranquilla,Cliente_002
1,2025-04-17,Memoria RAM 16GB,Componentes,4.0,305600.0,Pereira,Cliente_021
582,2025-08-22,Cable HDMI,Accesorios,6.0,41600.0,Medellín,Cliente_050
458,2025-05-12,Webcam HD,Accesorios,3.0,188900.0,,
489,,Disco SSD 500GB,Almacenamiento,1.0,223100.0,Bogotá,Cliente_117
89,2025-02-04,Mouse Logitech,Accesorios,5.0,79500.0,Ibagué,Cliente_081
484,2025-05-07,Laptop Lenovo IdeaPad,Tecnología,3.0,2390200.0,Ibagué,Cliente_160
461,2025-01-20,Monitor Samsung 24,Tecnología,4.0,816700.0,Villavicencio,Cliente_119
78,2025-03-17,Disco SSD 1TB,Almacenamiento,5.0,385000.0,Bogotá,Cliente_144
269,2025-03-30,Teclado Mecánico,Accesorios,6.0,214100.0,Villavicencio,Cliente_068
124,2025-08-05,Cable HDMI,Accesorios,5.0,46800.0,Bucaramanga,Cliente_059
298,2025-05-25,Webcam HD,Accesorios,4.0,166200.0,Barranquilla,Cliente_053
96,2025-03-03,Tablet Samsung,Tecnología,6.0,1330500.0,Cali,Cliente_112
12,2025-02-23,Webcam HD,Accesorios,4.0,169700.0,Bogotá,Cliente_004
115,,Teclado Mecánico,Accesorios,3.0,225800.0,Villavicencio,Cliente_049
429,2025-01-08,Disco SSD 500GB,Almacenamiento,1.0,232900.0,Barranquilla,
258,2025-05-26,Webcam HD,Accesorios,6.0,184900.0,Bucaramanga,Cliente_037
353,2025-11-20,Audífonos JBL,Audio,5.0,309200.0,Bogotá,Cliente_125
532,2025-10-11,Teclado Mecánico,Accesorios,2.0,216700.0,Cali,Cliente_173
170,2025-05-18,Webcam HD,Accesorios,2.0,176400.0,Cali,Cliente_130
240,2025-12-20,Disco SSD 500GB,Almacenamiento,3.0,226400.0,Cali,Cliente_019
278,2025-06-19,Cable HDMI,Accesorios,5.0,46400.0,Cali,Cliente_155
161,2025-11-14,Monitor Samsung 24,Tecnología,6.0,740900.0,Bucaramanga,Cliente_095
74,2025-12-12,Teclado Mecánico,Accesorios,4.0,218200.0,Barranquilla,Cliente_117
530,2025-12-10,Cable HDMI,Accesorios,4.0,41500.0,Bucaramanga,Cliente_154
63,2025-09-30,Cable HDMI,Accesorios,2.0,47700.0,Pereira,Cliente_161
493,2025-01-02,Laptop Lenovo IdeaPad,Tecnología,2.0,2319000.0,Bucaramanga,Cliente_112
48,2025-04-30,Teclado Mecánico,Accesorios,4.0,223000.0,Villavicencio,Cliente_152
592,2025-04-14,Laptop Lenovo IdeaPad,Tecnología,3.0,2599100.0,Bucaramanga,Cliente_152
650,2025-08-16,,Accesorios,5.0,174000.0,Bogotá,Cliente_090
506,2025-09-20,Disco SSD 500GB,Almacenamiento,4.0,237200.0,Pereira,Cliente_131
21,2025-10-20,Memoria RAM 16GB,Componentes,7.0,292700.0,Medellín,Cliente_172
425,2025-05-10,Webcam HD,Accesorios,1.0,187400.0,Cali,Cliente_048
193,2025-04-16,Audífonos JBL,Audio,5.0,330600.0,Villavicencio,Cliente_092
643,2025-09-20,Mouse Logitech,Accesorios,1.0,80100.0,Cali,Cliente_018
216,2025-09-20,Memoria RAM 16GB,Componentes,2.0,262800.0,Villavicencio,Cliente_151
245,2025-02-16,Parlante Bluetooth,Audio,1.0,278500.0,Pereira,Cliente_010
364,2025-10-08,Memoria RAM 16GB,Componentes,7.0,265500.0,Cali,Cliente_051
60,2025-05-08,Memoria RAM 16GB,Componentes,1.0,276700.0,Bogotá,
222,2025-05-08,Webcam HD,Accesorios,3.0,186000.0, PEREIRA,Cliente_114
177,2025-03-03,Audífonos JBL,Audio,3.0,328500.0,Cali,Cliente_089
450,2025-05-08,Memoria RAM 16GB,Componentes,4.0,291200.0,Barranquilla,Cliente_111
56,2025-02-18,Teclado Mecánico,Accesorios,4.0,194000.0,Pereira,Cliente_017
255,2025-08-24,Laptop Lenovo IdeaPad,Tecnología,5.0,2268700.0,Villavicencio,Cliente_016
386,2025-06-09,Disco SSD 500GB,Almacenamiento,5.0,218800.0,Barranquilla,Cliente_008
198,2025-04-27,Tablet Samsung,Tecnología,2.0,1310600.0,Bogotá,Cliente_169
69,2025-11-01,Disco SSD 1TB,Almacenamiento,2.0,412500.0,Cali,Cliente_170
169,2025-06-10,Monitor Samsung 24,Tecnología,5.0,784100.0,Bucaramanga,Cliente_178
186,2025-08-16,Disco SSD 1TB,Almacenamiento,5.0,365700.0,Barranquilla,Cliente_180
36,2025-01-02,Webcam HD,Accesorios,1.0,168500.0,Bogotá,Cliente_054
642,2025-04-10,Cable HDMI,Accesorios,6.0,47700.0,Barranquilla,Cliente_087
